Segment Name,Percentage of Matched Trips,Count of Matched Trips,Shared Streets Geometry ID
Southeast Holgate Boulevard,0.0,"300",a8002ecd9c00720353a9e386fb291265
,0.0,"300",ab7ee930bec21a895c682dfbc81a1311
Southeast Holgate Boulevard,0.0,"300",b40369578934fbb466535fbdf50c3a20
,0.0,"300",bd7847f075adc6b204fad44e401dc955
Southeast Holgate Boulevard,0.0,"300",c11b72eb20244ed33a804c984bb038be
,0.0,"300",cb81826ba684be8e6098ee66095bb280
Southeast Holgate Boulevard,0.0,"300",d4ad4122855a24453179858bf84f9706
,0.0,"300",dbb44ff7d515a4115455282d9829c12b
,0.0,"300",de670a4488cea6e42e8aa66f253ff5e1
Southeast 72nd Avenue,0.0,"300",fd643c2938afe804e4443437d4c67516
Sellwood Gap,0.0,"300",62d9377c2cc1fef46999e6f09cd93601
Southeast Division Street,0.0,"300",6734c032fb770fd7137154f54ca1ad96
Northwest 26th Avenue,0.0,"300",868a6dc4fb9140a5b3726b35225e9f7c
Northeast Ainsworth Street,0.0,"300",9137ee806f3c9b94a29ecdd745607cc8
Northeast Ainsworth Street,0.0,"300",96b881b001a6aab00bcc0305419805d3
Southeast Powell Boulevard; US 26,0.0,"300",c2598018b96bbd827bb244d1d70c9b98
Northeast Ainsworth Street,0.0,"300",da1041b5dfe5dc598d00d414c74ede63
,0.0,"300",7815e3b83c6f66174453578bf63eabbb
North Greeley Avenue,0.0,"300",ff4a594e7660f232cd5bcb238092d0b1
Southwest 1st Avenue,0.0,"300",08947d0a3351188348ab14551cca3444
,0.0,"300",21c0e85245a7d91c1e06bb2a3800a1c6
Southwest Salmon Street,0.0,"300",42da04416599073dc2b3072a43eb32e8
Northeast Hassalo Street,0.0,"300",44148d03234ed9a442b15b2bd8e232ef
Northeast 90th Avenue,0.0,"300",4726859657f03773541e336579ab5b11
Southwest 1st Avenue,0.0,"300",560f8f8b503bba8669d8c3375d784488
,0.0,"300",57a121779fa66ef54a50f8b748303835
Willamette Greenway,0.0,"300",590ae782e32ad968bbfb5748e83db339
,0.0,"300",5940179d29767e4474b41ea60706d195
South Gaines Street,0.0,"300",6a4be936049afad37d16d95a282d9108
South Harbor Drive,0.0,"300",7e268120dfa3fbc7779df1ab1229d048
South Curry Street,0.0,"300",9188a8e4240ddc495db9164448c4cc3d
,0.0,"300",98a894a3e5f2bfa9e47ba1dfd9daf53b
,0.0,"300",a28818b4c79d53db634d63d4cf0b10a7
Northeast Irving Street,0.0,"300",a4a82b6300e506e0bcb8fc4180cae5a6
,0.0,"300",bc5bd1849e7fe23b7a4d43c370ff8d34
Northeast 90th Avenue,0.0,"300",d281bdb8e7c663f3a44453fae1e9cee8
,0.0,"300",e0a1da9b3b6060a35db460b5ef94eec2
Northeast 20th Avenue,0.0,"300",14d2be0a6e27d038bdbddbc9c33f8467
Northeast 1st Avenue,0.0,"300",5023381dfffff4693d73ac0941a51dc3
Northeast Ridgewood Drive,0.0,"300",67f6a75d8dbcb4c33f313e7159d7b441
Southeast 32nd Avenue,0.0,"300",b5691b34010df1d2e36c5b322f2a27c9
Northeast 20th Avenue,0.0,"300",ba4c70fb716bbb9d64ce57abf38abfcf
Northeast 30th Avenue,0.0,"300",fa7693a2faf5af9352baffda84343596
,0.0,"300",9a6bda06af0c535a65478a25ae528d18
Southeast 28th Place,0.0,"300",d9485ffbae90d18e76f5cadd2cc9887a
Southeast 31st Avenue,0.0,"300",fef3d1ca039b9287a995cd0e6288e91b
,0.0,"300",8ba0239ef755b57a136df051471623cd
Southeast 12th Avenue,0.0,"300",10dde7f07d8e992af6816deb6f7328cb
Southeast 12th Avenue,0.0,"300",2f690d169a1d3a5843091052975fea24
Southeast Foster Road,0.0,"300",382b492a25fa9c0600b08c3eaa5face4
Northeast César E. Chávez Boulevard,0.0,"300",4019fdb0de83ced3301e861820dddce1
Northeast Oregon Street,0.0,"300",5060721e2bb2b7d277f4c2cd1b59838c
Northeast César E. Chávez Boulevard,0.0,"300",506a59e1a80fb7c04f376a03be62faa2
,0.0,"300",55c2e686da02dae754f017396f2c3d13
,0.0,"300",5c1c70be51d58757c9363540d556a907
Southeast Foster Road,0.0,"300",5c9b43358c3c392fd100d677379195d8
,0.0,"300",5de5a2de1c3471575c27468edff70634
,0.0,"300",8818dee582d1291af81f8fc53cb3fb38
Northeast Hoyt Street,0.0,"300",89ce223f81f6f292c93d01bcee335400
Southeast 12th Avenue,0.0,"300",a0941422fa54d60a5ce24f428bb4983a
Northeast César E. Chávez Boulevard,0.0,"300",c0b49ec13c1a6d48138b2a7862f81476
,0.0,"300",cfd9cdcdafc3e313f20e1fa60a8a68b5
,0.0,"300",d58318a41bb2635a2443dd52c3f9fc5a
Northeast Oregon Street,0.0,"300",e80c412f9628db629404366809cc281f
,0.0,"300",ed63fe3de514d1bcdb771762b0a4ded1
Northeast 6th Avenue,0.0,"300",fdfcc49f6499736718eda43630af33bd
,0.0,"300",2e863e43f81fff4aaa19a131acfa85f8
Northwest 26th Avenue,0.0,"300",59721f835d2646db351c5880bfb7a09b
Northwest 26th Avenue,0.0,"300",8f3c9c2cee0e70591c9e5dfe7d220ee9
Northwest 26th Avenue,0.0,"300",a6ec2fd3b03ec20e28332a34dd0ec4eb
Northwest 26th Avenue,0.0,"300",afe818f477429adaf512e2d644afbb41
Southeast 106th Avenue,0.0,"300",9bd8650d0d9a37b3cbc7f781750eca58
,0.0,"300",ca093a91790b20d7a7278ee1c95c2f5c
Northwest Glisan Street,0.0,"300",c177817923d18fca57a3edfa21608644
,0.0,"300",8d75b75d80fdfbe852bc627747dfe6c1
Northwest Hoyt Street,0.0,"300",144c24e2bdc230220510bdc09f6f3a92
,0.0,"300",4428c6948c57b8069a16cacc784e247d
Hollywood Transit Center,0.0,"300",86b605eee3269c11f158dc5629696bfb
,0.0,"300",5c8444e99230c2806d135a141bcc0558
Southeast 15th Avenue,0.0,"300",1ddc0ec4673994bca296603900c5bea7
Northeast Multnomah Street,0.0,"300",3d6c04acb24e1f0465d7280ea2175bf8
,0.0,"300",40572df3e6de702b8820754e1282c834
Northeast Fargo Street,0.0,"300",c9c9eaf780af633b76ef613e7f7fb585
,0.0,"300",006868242bf613fa86c04e1ae6b7b743
Northeast Oregon Street,0.0,"300",777ce751d55fd856f6e7382251eefc09
,0.0,"300",c764c332758a41610810ac20251cdfaf
,0.0,"300",f45a6ac0cde514e63640abb013a5af1a
Northeast Grand Avenue,0.0,"300",3752085cc6e157dbba999118545c9e37
Southwest Madison Drive,0.0,"300",39b1c6e44e83467032b38dc9e670df1a
Northeast Grand Avenue,0.0,"300",568f159c87da9e6c18e3a91e26e94ae0
Northwest Couch Street,0.0,"300",ab9b0c588c8b8aee17a1bc7dab6978e9
Northwest Westover Road,0.0,"300",0b284948eee05fd7b6f0558941d05510
Northeast Beech Street,0.0,"300",553a3c740b20fe97c2a638886652161f
North Bryant Street,0.0,"300",96e4e047e67015a1c07f83b5fbb96578
Northeast 19th Avenue,0.0,"300",8056307398b5f68b877b1ecd35076089
,0.0,"300",f75dea91e3f03f1729385b0926c6ebaf
Southwest 14th Avenue,0.0,"300",7aef5f08c17f1a1c29fd210743607692
Southeast Holgate Boulevard,0.0,"300",3b9a745b28be01293bf76bfcee10d772
Southeast Holgate Boulevard,0.0,"300",655fe2b285949a65f7e71538a13eb4fb
Southeast Holgate Boulevard,0.0,"300",e887d468e36a043954e2fedc56ed12d2
Northeast 6th Avenue,0.0,"300",05746abe185048e675c1eca750d8c2a0
Southeast 10th Avenue,0.0,"300",1cc5564b5d7571ef9c9b975b344231c3
,0.0,"300",6014fb8e0d5ef37c94861bd120d89226
Southeast Grant Street,0.0,"300",672e842b9dbd745268ebc4ba2adf6c2b
,0.0,"300",9871396a1da0b0c60031502fdf092d9b
,0.0,"300",c81fb75100013dc4f15be070abe31257
,0.0,"300",cfe5e9023609da2710ba385789ca8145
,0.0,"300",e8ded29a4e756cd00e8180cdd57323f5
,0.0,"300",f5f89a420a496603f26a44cc08f30ca5
Northeast 6th Avenue,0.0,"300",fd1a9290c6baac7c8ad0e71bfda2b98d
Southeast 31st Avenue,0.0,"300",05d12524aa2c008ce45a9be03a8b0d63
,0.0,"300",5646990ae968537189e95bafac5205a9
,0.0,"300",840c418ceefb0c825e69ea800c709069
Southwest Main Street,0.0,"300",aaaec9b84149f164f0b410f10bf36b74
Northwest 27th Avenue,0.0,"300",d19e2460b6c80367761e22332ef7ec4c
Southeast César E. Chávez Boulevard,0.0,"300",d3ebf3449dc333978b2f7186a1c60d10
,0.0,"300",f970afcf1d8e9475b085f1525fed2c5f
Southeast César E. Chávez Boulevard,0.0,"300",fcf1135863946c1efbf497526f0421a1
,0.0,"300",7a1a40aa34467427ffb07fdd380c8f98
,0.0,"300",c22716699e3937c722677cff6b1e647b
,0.0,"300",dbc1b18f7977a404c10e32fb223dc9b5
Northeast 97th Avenue,0.0,"300",0be36030f23b48f3f8536cd02a40f9da
,0.0,"300",193628da8d5eb91ab387ad142dd32445
,0.0,"300",a5f10243bee46ef7d6b482d868395bc1
,0.0,"300",3e857548cb2c5f691a77a227c086b08e
Northeast Weidler Street,0.0,"300",c1c6b03fed33f2a5a811d9532324c7c0
East Burnside Street,0.0,"300",5df12a1c83037e7947c45cdae3f78d2f
Southeast Ankeny Street,0.0,"300",ad9b1f810cb49c049bd4bc7b32ce742e
Northeast 20th Avenue,0.0,"300",10dde3befb5830ac6ea17e85c7820216
Southeast 60th Avenue,0.0,"300",30d3e25381d3e4ff424af4b8f178b025
Northeast Halsey Street,0.0,"300",423925a3ad06311932778305107ee8e7
Northeast Clackamas Street,0.0,"300",43f46acb3ee5b4611f3efe196b4d4317
Northeast 43rd Avenue,0.0,"300",5b1e52ecf71d830e566d45dad298b4fb
Northeast 43rd Avenue,0.0,"300",bd843ca1e6214742eabaefcd16c01b2a
Northeast 43rd Avenue,0.0,"300",e0aa9e0351b8a91e505d734f0c75ca08
Hawthorne Bridge,0.0,"300",eebfff0df7177878b3e5c56de9fcf731
Northeast 12th Avenue,0.0,"300",1872a0240552dd532e955fbb750bdb8e
Northeast Fremont Street,0.0,"300",2374ff1ca34a4139595a42ebed394f38
Southeast Lincoln Street,0.0,"300",310ae037cc0f21d9a1922d54111de2d7
Northeast Fremont Street,0.0,"300",3962dc4d8b004e080935a3b5dc1ae7e0
Northeast Grand Avenue,0.0,"300",4717f88ed33f2c8f611fd114ad97d783
,0.0,"300",49959ae2d0fd88407eeddf3a6848150f
Southeast Hawthorne Boulevard,0.0,"300",72115ee19f4b7c7c5601e96847f36979
Southeast 38th Avenue,0.0,"300",99558997c1c5a335b7bc4c7b14cfc96e
Northeast Fremont Street,0.0,"300",a25abb8d430169b51b7e5e8e759aeee8
Southeast Hawthorne Boulevard,0.0,"300",ae5b543ed4acf0b8c9936e22ed1f071f
Southeast 48th Avenue,0.0,"300",d204ac3a2f977432e2a90aae4bef3958
Southeast Hawthorne Boulevard,0.0,"300",d84db93539e72d9765605b9cdccdef6a
Northeast 12th Avenue,0.0,"300",eece0c3f458af20301936152df16a8a1
Southeast 92nd Avenue,0.0,"300",fbc642d48ab59d28092b6c23c3737b02
,0.0,"300",2939272b9d80f813d0f2c7c751e65486
Northeast Victoria Avenue,0.0,"300",79dd75239541a4a9c68374f41b2fa22b
,0.0,"300",d794938e0721451f08da232abc7eb03f
Southeast 75th Avenue,0.0,"300",180a2198acca29eef98e613c1c51d0d1
Southeast 37th Avenue,0.0,"300",1d01313e09a6c34f90af235d22dd6855
Southeast 37th Avenue,0.0,"300",610fe53193c528010772c2d0c693b9d1
Southeast 75th Avenue,0.0,"300",8a7b440aa308ce04a496cbc74adc8447
Southeast 37th Avenue,0.0,"300",e08cf06648fe3645cec43633928f00d9
Southeast 37th Avenue,0.0,"300",e83165aaa0f2c0c1ee8156f3f7742716
South Hooker Street,0.0,"300",2934d51bb073d7e89244d48cdb06bb60
Southeast Tibbetts Street,0.0,"300",35015724e40b1769538d3ceb608de654
Southeast 71st Avenue,0.0,"300",385c674eab360ce06971053164ae895e
South Kelly Avenue,0.0,"300",57d544999929ac20ec62f1476ebfe7c9
Southeast 71st Avenue,0.0,"300",66facf25332426348e6e6ebe194db9bb
South Water Avenue,0.0,"300",d71e23434845e90f1cfea7a7f9e3eeae
Southeast 35th Avenue,0.0,"300",f8c142f136c1802205ef09ff6c2ffe6e
Northeast Schuyler Street,0.0,"300",fb3c2be5a684b5382dbe6b56274a72b2
Southwest Naito Parkway Frontage Road,0.0,"300",fc6b9fd2cc0c6d3565427406df534df8
,0.0,"300",3c8b25718eff836b0c8188d14097ddfe
,0.0,"300",3dd6ec1f466e9a976b0e42e2ec8499ce
Southwest 4th Avenue,0.0,"300",84089fcae6db58c894db8e659169a2b4
Southeast Larch Avenue,0.0,"300",ac2726770f1fc5d213752ee35a8ab30c
Southeast Stephens Street,0.0,"300",5ca0d5d4e6e3ed9e1f42079df4fee7c1
Southeast 44th Avenue,0.0,"300",02247c9b276c5c8c1eaca0434c15af38
Southeast 37th Avenue,0.0,"300",03f73fa23c86cc69a40c9706c3a0ff4c
,0.0,"300",178908f49828813f3a5cb41534142f70
Southeast 22nd Avenue,0.0,"300",84e3bbbacae1cb6f4ae8fa2deda7ce66
Southeast 51st Avenue,0.0,"300",8be2d5c4ecd3b82dd2362bfa1bc8c7e7
Northeast Senate Street,0.0,"300",99d5c7a43fe449b8155ab0b9e637884c
Southeast 45th Avenue,0.0,"300",a1a1fd3481bb4c97956e88b9409a5451
Southeast Mulberry Avenue,0.0,"300",d94535b9f5986f759add6bb9b3a705f0
Southeast 32nd Place,0.0,"300",dc57120d20eaac77382a0b988a97e03a
,0.0,"300",347c54a7c62ebf633d0b1ccd0bd047bd
,0.0,"300",399d28725cf04415ad8a63d611d4409e
,0.0,"300",7b8a8f2f4d2154d30126e19885fae2e5
Northeast Cook Street,0.0,"300",b7d1bd2ba18aafa98654a564a4f0fc06
Southeast 45th Avenue,0.0,"300",0579bc957d5104b05c47909d3d4f1a9c
Northwest Savier Street,0.0,"300",caf12adc438c7450c996b2e741c503a7
Southeast 106th Avenue,0.0,"300",d8b35b952bf1ed5a6e6ea965675dee26
,0.0,"300",e54d0c9a7fca19615afcf55f7dc2dc8b
Southeast Caruthers Street,0.0,"300",268993abe3fc519d351108d1a9fcd632
Northeast 55th Avenue,0.0,"300",b40c3abcc35a4faa0afe8216292a6dca
,0.0,"300",d6dba49c09489ecd1cc094e663feb066
,0.0,"300",e70e011d04ba261c38e500011d5f69a7
,0.0,"300",f3791b0d18c52dbafd9329940232bc9d
North Failing Street Pedestrian Crossing,0.0,"300",1d3de2e23a4942ff5a05bccdc5b5875b
Northeast Broadway,0.0,"300",2ba3795d9c57b8dff86b05af0e949dcc
Northeast Prescott Street,0.0,"300",3d974777051cced0c3cba42b00b82744
North Failing Street,0.0,"300",4d2578aaadf94745f925d3f8f98daed1
Northeast Prescott Street,0.0,"300",71f01170c9bef0a949cad556ce1775b2
North Failing Street,0.0,"300",bc7603cf25ba693aff5449c1734d2df6
North Failing Street,0.0,"300",dc4565f153b7ba60b42eba83c8f6bea9
Southeast 38th Avenue,0.0,"300",079e629d1078fd82db71b96d59f22a8a
,0.0,"300",1e92597f75ecf1f7ccfbf0f666172791
Northeast Durham Avenue,0.0,"300",22a3497fb300265b1f7ab96cd7a94497
Southeast 38th Avenue,0.0,"300",3f8f3288c13722efb412922c7d09e62c
Northeast Glisan Street,0.0,"300",41c7ca67775a047d8c31fcbf366f1fb6
Northeast 6th Avenue,0.0,"300",4413d887fdcf511d9733113f79e89205
Northeast Everett Street,0.0,"300",58dec2f62ee4ce7d985aa7f405d44e6c
North Bryant Street,0.0,"300",7d12e44af029fae596b7d2dd82f347fd
North Bryant Street,0.0,"300",8d306e25885f24b59848dcd2b17b2f54
,0.0,"300",972922a077df96dbde6f91fa1cb1cde7
North Fremont Street,0.0,"300",9a17582dc412c4dc3c871520a0aefbe9
,0.0,"300",a035868b9b2183e23c5da951b8e30f50
North Bryant Street,0.0,"300",aabc6893c0db15f5c4ce3366b6cb3137
Northeast Multnomah Street,0.0,"300",b9c7dec8a16caa7e6d2a6d3526ba91ed
Northwest Industrial Street,0.0,"300",c234c3f896e6b63534b978f82a74dcc4
North Bryant Street,0.0,"300",c488e184a52f9b6d052d8d9d5ddb5a0b
North Bryant Street,0.0,"300",c971c46cd1184a22a3348b54734da608
Northwest Industrial Street,0.0,"300",d3450bd52c785fed73d0651c9e8bfa6a
,0.0,"300",dd064492bc6c48ff9f2d496a0a6be38a
,0.0,"300",e47af4b97ca9fa7dacbc379bb731c072
Northeast Glisan Street,0.0,"300",f0b923f17c17d98a8fd734b702f61d77
,0.0,"300",08cffbc259d4933b719923480aba6b88
Southeast Grand & East Burnside; 2167,0.0,"300",531140469c829bfdfbff34886cffe1c4
Southeast Grand & East Burnside; 2167,0.0,"300",6dd45615122908cf02d42423e506f64e
,0.0,"300",97464580b851d5756cc669f8582650cf
,0.0,"300",e3b26f29174f1fd3bd659da3f4a02565
Northeast 17th Avenue,0.0,"300",1604538fbdea2e85f3f554390826167e
Southeast Mill Street,0.0,"300",2c94aa03b50b1510057b62f1d392f64a
Northwest York Street,0.0,"300",6487c12f40f7cb8482c90cf998ff692b
Northeast 16th Avenue,0.0,"300",e0737606f83469885fdea7f0e7d1160c
,0.0,"300",157727692ee9350ce09cc8a38a47a018
Northeast 30th Avenue,0.0,"300",1e1f041ca2fc970dce436f8a1b047017
North Jessup Street,0.0,"300",2e297bd939e4df78b6d08e056306c059
Southeast 9th Avenue,0.0,"300",7da62c72dcafbddcc29556854869b7fd
Southeast 9th Avenue,0.0,"300",8a85711b856b1d26f3f69a2a2b5ff259
Northeast 30th Avenue,0.0,"300",e022d853a4e8da5c064038e6875d8c98
,0.0,"300",15d72c6b03d63c40b6d51a724ee7c7a2
,0.0,"300",f5448a78ef2ef25b887e6c57f9dc6e8f
,0.0,"300",fdbd552d3a4a2c2c9c7a8b1fe854f943
Southeast Washington Street,0.0,"300",8597acf32f34dbda8c0ff6472e2423c9
,0.0,"300",f22feb9ec652f08c43c9d63c292e6ed2
Southeast Holgate Boulevard,0.0,"300",7d7dd9bc7f959e0a29d5b8b4fcaafe5f
,0.0,"300",f0938a9d900cc7914ca6bc864793a587
,0.0,"300",f79192340a8557a1cbb6904d904cd335
,0.0,"300",3d00785d9c37cd0996eaa4e0a76a719c
Northeast 31st Avenue,0.0,"300",91b54136984ccf70bc66d1bbe99ed554
,0.0,"300",bdc298b8c520c9f7710d6cd0868cb01d
,0.0,"300",7a8a74f6265a51c79899b9b1d8f43ed0
Southeast Grant Street,0.0,"300",5a8db74092186fe84106af8c1c97d670
Southeast Foster Road,0.0,"300",7d49085bb891f0d768638b5d5c06d3bc
Southeast Foster Road,0.0,"300",8382c6726eea0580f5f68ef9b24f398a
,0.0,"300",915d52eb4d2dbc466e58b4a37f505594
,0.0,"300",a202103880d119dbe051069aa8c070f9
Northeast Jessup Street,0.0,"300",036448f312f76d73f502d26b634082be
Northeast Lloyd Boulevard,0.0,"300",1dfbcdedbadc08afe1d16dcb1e07f067
Northeast Floral Place,0.0,"300",2141442d7cd023e244bbb4c6beea8d72
Northeast 15th Avenue,0.0,"300",6b9c666c04d08f790b76e3da518938e9
North Rosa Parks Way,0.0,"300",a3512ee7bd8d399bc7150ae79089410d
Northeast 37th Avenue,0.0,"300",b50d919aa6d971113cf51c149d6ccda5
Northeast 37th Avenue,0.0,"300",d1bea31d4fcb57a4bdce64656ebb3f70
East Burnside Street,0.0,"300",e71f8db9166dae5b4ddfa5d671337388
Northeast 38th Avenue,0.0,"300",eb0e11a6ec7d20f41f54d597306ad9a0
North Rosa Parks Way,0.0,"300",fb6e0eed7a48e86ec47962e55944ac41
Southwest Ankeny Street,0.0,"300",03358adcea4a10577155ba95ad9dbee2
Northeast Wygant Street,0.0,"300",0714d3a29c2d35f95e2d0d3d68921373
,0.0,"300",1a7ab823f4f8d48fdde4aa37be82cade
Southeast 19th Avenue,0.0,"300",2841dae44e5f897c8343599e0335a6de
Southeast Lincoln Street,0.0,"300",2a8967da8cbcda95e6202a869c20b9b5
Southeast Market Street,0.0,"300",2c8bf7cdcc3b08a960f0c5b66112a520
Southeast Tibbetts Street,0.0,"300",3a32e7d1586818139928adff30ee0efa
Southeast 28th Avenue,0.0,"300",3d1a1830002455b58bdc24080e0cfde2
Southeast Rhine Street,0.0,"300",3f48cf31606895eba0cc1bd757ec14e7
,0.0,"300",419ccc22b52f330dc6114c036ac8aafb
Southeast 25th Avenue,0.0,"300",4208d4caeb52c3ed89808932c3cb1bd3
Southwest Clay Street,0.0,"300",66f6355b1ff16a00890268501f532fdc
Southeast Stark Street,0.0,"300",723dc2612b372a63958d1d8bb153d972
,0.0,"300",756cb55c4854e0dec43d7dc0ad651095
,0.0,"300",861e40b56a85dede0b632a3be1043e9d
,0.0,"300",a2a112edbebbf462b1f04c1924f7d730
,0.0,"300",a7417943e77287fbc3452a21f059d2d6
Southeast Stark Street,0.0,"300",b0c50f6f40e400a614c764aa2e8cfe0b
,0.0,"300",b6670f054f6a5fae7f1903a38029f1f3
Southeast Tibbetts Street,0.0,"300",b9148a0583237f9e2daab49ff19f7d11
Southeast Foster Road,0.0,"300",cb6edd34b30f4344613409134b522ef9
Southeast Foster Road,0.0,"300",cbe8e67070469c504867a4f8b89dc08f
Willamette Greenway Trail Access,0.0,"300",e38e01b9cd5e7d89ad5a425060e4e304
Northeast Webster Street,0.0,"300",f161af580640ffed4482fe399650d3aa
,0.0,"300",f70c5e1bbd31658f0800e4486f509f4b
,0.0,"300",fa30f61f68c017cd9dfb991014110869
Southeast 55th Avenue,0.0,"300",fb10f8945963fb897189b8c7b4cfeb8a
,0.0,"300",fd044ef0ac848f10ddcfb405a4449ec5
,0.0,"300",4cdb2d956570a0804001a9c62658128f
,0.0,"300",91bfa83e7c42a3b795c6e0012ad85b01
,0.0,"300",e9895a01866cf4523e65d24866cc756d
Southeast Washington Street,0.0,"300",0e6edd6a5c740368277f463905ed4248
,0.0,"300",1132f95a6634a08a15f5a6bbeb4fa633
Northeast Martin Luther King Junior Boulevard; OR 99E,0.0,"300",1c925a82298a88c7e53ffbf6347ef21f
Morgan's Alley,0.0,"300",3cd905b53061051924ef6d2691fcd8eb
Southeast Washington Street,0.0,"300",5d8ce44c4fd83f021ea4fc8d65170659
Southeast Washington Street,0.0,"300",6cef89d6a12d2d44d3b6601a93254b56
Southeast Ash Street,0.0,"300",83a2d35535d8eb2abc7156db5d6fc270
Southeast Washington Street,0.0,"300",aa2d54fee4a2ada431ac0c32bc412458
Northeast Martin Luther King Junior Boulevard; OR 99E,0.0,"300",b01b57a457511829fc23e6aed782ea8e
South Moody Avenue,0.0,"300",db74c3db3079dba8c13213ff65bf8f06
,0.0,"300",fb03d869a5c78042a9fb3e92adbd3e5b
,0.0,"300",3ffc681b6b64280a79aeffdab0e2835d
,0.0,"300",4b1661331ea45706778916748b42d0a3
Southeast 35th Avenue,0.0,"300",7bc99fa9d22ce71340d6e944cb17d600
,0.0,"300",179ddebafbb126d1da582663bf9bde46
,0.0,"300",3c4e98261dfab48606de87fd2785cbaa
,0.0,"300",5a78f7a91fb0cdfaf31a4e01c4973d36
,0.0,"300",01bde0dcc4a0dfc2925a62825f52caaa
Northeast Mason Street,0.0,"300",02156dd10c55bd55cbd5b1da7be3c2bf
Northeast 68th Avenue,0.0,"300",02ea802032078f08f4dac366651c42fb
Northeast Mason Street,0.0,"300",03cd35d8b11b117560dab30c48d34b55
Northeast 60th Avenue,0.0,"300",319b2511ef26aefc99357b86b74ef77f
Northeast Mason Street,0.0,"300",35748d6da1cafb242dcaad7be9919eed
Northeast Mason Street,0.0,"300",50de6648dddfb1d57053af4005ddffc3
Southeast 24th Avenue,0.0,"300",5c0fdcb42f8c4f0e0ad7c1022fa681b5
Northeast Thompson Street,0.0,"300",72ad156e0ad6e13cfd2cacb313edde7f
Northwest 15th Avenue,0.0,"300",8522d4291bdb7a2b1cd3ee53270065b8
South Gaines Street,0.0,"300",990a7fc9acceefd732d7e587d569d392
Northeast 32nd Place,0.0,"300",9be95dd74951d024273097ccccae3f41
Northeast Mason Street,0.0,"300",9d7f3d344acb8bb0670b492e249527e8
Northeast 80th Avenue,0.0,"300",ad4fdb6d2d9a8a7e32bc228b53310ba2
Southeast 24th Avenue,0.0,"300",c90173e957dfc6d8f0fa7580f1ffc481
Northeast 32nd Place,0.0,"300",cd119959ff7fdf9139bb87e7ad4628d9
Northeast 32nd Place,0.0,"300",d56bf95b080c436741f3d52a6474ba67
Northeast 68th Avenue,0.0,"300",de3785868d8c83b7aae3de089298e75a
Northeast Mason Street,0.0,"300",e67863ca372a18cb0172dff4b05095ab
Northeast Mason Street,0.0,"300",eba1e3931be5a430f6badea55e686f3c
Southeast Yamhill Street,0.0,"300",ee11bb7f8a5d7252401ec3da447bc7e6
,0.0,"300",03351e6e381e8a170a2ec5d2a461b045
Southeast Stark Street,0.0,"300",166d5e75a19223a9da3f3e9a28d74d89
,0.0,"300",19f01adc24b17b0c8cefa1160740391d
,0.0,"300",283ed609c917593e69c5e99837b6d4bb
,0.0,"300",423bcf6c2fa20de1317d88773755f16d
,0.0,"300",4b7437f841065e8e7d900514cc20b757
Southeast Stark Street,0.0,"300",50a7528c43294b8066e9738b25c0a39a
,0.0,"300",58ddecb319cc75adad848ef982dfef8a
Southeast Stark Street,0.0,"300",59a71a05b14fd6a932c47d36fcf45702
,0.0,"300",640f8a384476a338bcb7316c51f906cb
Southeast Stark Street,0.0,"300",6d86c934dd61a62baa2fb284c7691f65
Southeast Stark Street,0.0,"300",82935c932e80f510bf897b430f7d441c
Southeast Stark Street,0.0,"300",8a3d16a1d4345d43caca8ba83b3ea72c
,0.0,"300",9987a50ce0f772f66a27fa7c28fbfae3
Southeast 17th Avenue,0.0,"300",a4b9064d8e5cd64d18ec2cb24d293a6d
Southeast 103rd Drive,0.0,"300",a75fdd6ceb890df2e1c6c0ca90800853
Southeast 103rd Drive,0.0,"300",b69e7b4df82d15be494ddf0463c8f738
Southeast Palm Street,0.0,"300",be6f5402ec93042704efa21c8df01b7d
Southeast Franklin Street,0.0,"300",bf96596bd4c171535fde7309546a7795
Northeast 33rd Avenue,0.0,"300",c74dbd69e2a8f50a6150bf36e6184f06
Northeast 33rd Avenue,0.0,"300",cd448492b52b04a61faac850ac72036f
,0.0,"300",cfc6e35e075da7a28f14f9aca55f1bfb
Southeast Stark Street,0.0,"300",eb64d97af3006fc52afc6b103f9454ff
Southeast Stark Street,0.0,"300",ee7eaa56ce44ced17dd83dfd5d462ae1
Southeast Stark Street,0.0,"300",f6e248ee34fae5c6683453baff04f81f
Southeast 103rd Drive,0.0,"300",fa35ff8f4e3e4f2dd6dbc73565658573
Southeast Stark Street,0.0,"300",fdc904f0d2c83290c69af2a3c2a5312c
Southeast Franklin Street,0.0,"300",ff42942d2ba353548b6876f5a86aff81
Southeast Franklin Street,0.0,"300",14967feed353ca1f01bc3641e66c2210
Southeast Powell Boulevard; US 26,0.0,"300",37b01ddd1b7675fef5d8aaa007340a5c
,0.0,"300",699cea85a51c5230c2ac2ef688e52fc8
,0.0,"300",76bfa2b55f43d9832549a1d8c1b4ff38
Northeast 26th Avenue,0.0,"300",39e2e9d0a748784ab39d761f1931b112
,0.0,"300",46dda38fc9171cd63401cf9fbca0119b
,0.0,"300",495967e6e9ca130bfb509690a2832278
Northeast 72nd Avenue,0.0,"300",4d0331c734851eb5574fada19d5658e9
Northeast Monroe Street,0.0,"300",a3122c859828a4e953c165fa6ad165be
Northeast 72nd Avenue,0.0,"300",c88d0adb50de7c1bb8e9a353311c23bd
Northeast 72nd Avenue,0.0,"300",ea3692a6a61cb546a6148059e8df3966
